AT1G02720	152	372	356	83	263	300	199	204	185
AT1G02730	1633	2656	3638	858	2053	1966	1757	2132	2054
AT1G02740	428	585	648	193	473	510	409	398	385
AT1G02750	524	874	687	373	515	825	529	500	770
AT1G02770	1	0	23	1	0	2	7	20	11
AT1G02780	9376	11653	15317	5525	9118	10052	8023	7689	8759
AT1G02790	0	0	0	0	0	0	0	0	0
AT1G02800	13	88	80	54	122	55	43	63	83
AT1G02810	56	121	121	8	50	62	93	24	46
AT1G02813	0	0	0	0	0	0	0	0	0
AT1G02816	510	563	593	98	503	614	455	447	420
AT1G02820	69	45	97	31	56	71	47	61	44
AT1G02830	3	0	0	0	0	0	0	0	0
AT1G02840	2220	2687	3389	782	2205	2301	1941	1705	1724
AT1G02850	945	1952	1326	242	1185	1474	804	1011	1162
AT1G02860	1095	894	1292	235	737	1161	886	959	734
AT1G02870	403	609	517	308	501	427	358	509	634
AT1G02880	257	405	504	101	215	377	295	298	290
AT1G02890	2929	3193	4072	1227	2764	3250	2787	2715	2506
AT1G02900	266	393	546	59	272	294	297	197	180
AT1G02910	1329	1397	1474	358	1267	1321	1234	1116	890
AT1G02920	1128	1612	2244	315	984	1233	827	909	1047
AT1G02930	1111	1825	2379	453	1748	2036	827	1040	1750
AT1G02940	0	0	13	0	26	7	0	0	6
AT1G02950	133	324	139	52	221	139	124	155	74
AT1G02960	839	1492	1162	275	1209	1010	870	883	601
AT1G02965	0	0	0	0	0	0	0	0	0
AT1G02970	47	129	93	21	113	64	97	105	32
AT1G02980	0	0	0	0	4	0	0	0	0
AT1G02990	651	862	924	189	569	601	443	687	464
AT1G03000	629	886	1085	180	623	851	741	829	498
AT1G03010	29	12	42	1	0	15	25	10	49
AT1G03020	9	95	1	2	19	37	19	53	8
AT1G03030	362	601	690	100	485	366	600	486	298
AT1G03040	1167	1454	903	374	975	1037	806	846	923
AT1G03050	0	0	0	0	0	0	6	0	1
AT1G03055	150	198	159	26	101	56	101	32	37
AT1G03060	1841	2970	4726	1047	1836	3998	3281	2661	2596
AT1G03070	18	21	7	7	36	1	20	21	26
AT1G03080	3986	5022	5797	1808	3293	4723	3286	2896	3293
AT1G03090	4119	3633	4928	2194	4307	7680	4833	3483	5084
AT1G03100	111	307	265	23	90	265	99	82	108
AT1G03103	0	0	0	0	0	0	0	0	0
AT1G03106	4	8	0	0	11	0	2	4	3
AT1G03110	191	513	316	64	158	147	276	269	179
AT1G03120	20	0	27	7	1	20	11	3	9
AT1G03130	16938	17809	25547	7636	19735	17102	13224	13592	10949
AT1G03140	2413	2289	3589	1980	2128	2356	1653	1849	2282
AT1G03150	691	1013	1093	148	872	814	732	816	587
AT1G03160	1297	1857	2044	419	1530	1509	1379	1507	989
AT1G03165	24	0	34	4	16	8	6	34	2
AT1G03170	30	19	20	0	29	5	15	0	4
AT1G03180	57	93	72	36	57	46	54	114	87
AT1G03190	389	497	522	147	510	364	472	418	287
AT1G03200	21	73	70	1	49	113	42	17	15
AT1G03210	283	420	677	162	426	345	408	379	533
AT1G03220	3829	4882	6134	3406	3386	4965	4883	2596	4784
AT1G03230	824	1275	1755	788	960	1410	1103	933	1400
AT1G03240	0	0	13	0	0	0	0	4	0
AT1G03250	950	887	1160	281	830	810	798	722	732
AT1G03260	277	411	384	116	386	444	290	227	239
AT1G03270	93	107	77	48	108	79	88	121	95
AT1G03280	1423	1347	2217	746	1108	1398	997	1050	1073
AT1G03290	1316	1607	1352	308	1415	1454	1165	1061	955
AT1G03300	297	437	459	152	190	365	141	230	328
AT1G03310	837	1222	1183	217	939	922	1048	1282	720
AT1G03320	34	11	17	0	0	0	3	4	6
AT1G03325	0	0	0	0	0	0	0	0	0
AT1G03330	452	584	576	86	666	446	304	485	310
AT1G03340	65	56	132	20	131	45	111	57	45
AT1G03350	2894	3293	3955	1770	2246	2773	2174	1871	2310
AT1G03360	181	269	448	91	344	334	178	210	268
AT1G03365	978	1031	1779	362	946	1401	1032	921	834
AT1G03370	1226	1929	2307	464	1000	1403	1342	1345	1204
AT1G03380	1096	938	1439	490	730	1393	1052	1006	927
AT1G03390	0	0	0	0	0	0	0	0	0
AT1G03395	0	0	0	0	0	0	0	0	0
AT1G03400	205	353	306	101	360	390	157	204	292
AT1G03410	173	95	224	52	150	152	83	95	124
AT1G03430	309	717	415	58	484	393	306	379	272
AT1G03440	235	324	281	58	264	199	211	254	155
AT1G03445	0	0	1	0	0	2	0	5	3
AT1G03457	212	340	542	74	311	276	165	268	226
AT1G03470	669	580	952	441	564	844	459	535	640
AT1G03475	6131	8043	7612	2744	6088	6263	5575	6171	5844
AT1G03490	0	0	0	0	0	0	0	0	0
AT1G03495	4	10	29	17	11	0	0	13	0
AT1G03510	119	60	187	89	145	141	88	68	151
AT1G03520	438	603	498	115	664	594	488	421	248
AT1G03530	530	795	1131	633	548	867	537	486	793
AT1G03540	77	99	233	51	87	94	86	100	140
AT1G03550	210	290	257	68	176	211	244	142	211
AT1G03560	1255	1499	1777	582	1076	1433	1039	941	1120
AT1G03590	1213	1559	1685	526	959	1217	1071	874	870
AT1G03600	6270	7404	8700	4340	6118	7372	6080	5618	7714
AT1G03610	1311	1261	1054	379	1186	1768	1102	911	1086
AT1G03620	82	196	158	26	42	95	57	95	88
AT1G03630	2048	2710	3656	672	2153	1653	1731	2329	1833
AT1G03650	47	68	55	8	92	13	23	51	22
AT1G03660	81	104	94	22	32	59	49	15	46
AT1G03670	0	0	0	0	0	0	0	0	0
AT1G03680	3603	5391	4523	1458	3784	4048	4370	3953	4365
AT1G03687	184	384	540	83	215	267	201	271	259
AT1G03700	33	19	175	3	49	18	31	23	39
AT1G03710	5	2	2	0	2	0	6	0	15
AT1G03720	0	0	0	0	0	0	0	0	0
AT1G03730	211	363	232	52	280	187	218	179	176
AT1G03740	2314	2442	3451	1004	2420	3805	2267	2279	2301
AT1G03750	325	452	391	137	334	557	398	204	292
AT1G03760	397	383	476	172	301	648	398	365	378
AT1G03770	258	353	368	95	220	148	190	299	180
AT1G03780	341	492	581	102	325	544	288	341	338
AT1G03790	5	5	2	2	0	6	0	0	9
AT1G03800	39	0	24	13	35	82	18	16	20
AT1G03810	0	0	3	0	0	0	0	0	0
AT1G03820	684	1333	1643	278	677	818	580	593	1079
AT1G03830	347	538	699	137	538	468	509	370	349
AT1G03840	74	172	116	41	61	40	88	53	42
AT1G03850	991	1303	1075	601	1134	1117	910	872	1410
AT1G03860	728	1082	955	204	875	675	785	607	747
AT1G03870	2351	3341	3780	2126	2034	2373	2464	1845	3008
AT1G03880	0	0	0	0	0	0	0	0	0
AT1G03890	0	0	0	0	0	0	0	0	0
AT1G03900	1248	1590	1852	776	1002	1628	1151	1077	1457
AT1G03905	77	179	138	13	108	113	98	85	143
AT1G03910	2216	2740	3649	1119	2104	2842	2078	1737	2024
AT1G03920	75	162	91	19	129	33	43	55	61
AT1G03930	900	1422	1232	213	998	1111	929	838	696
AT1G03940	19	13	128	5	40	16	16	0	7
AT1G03950	211	169	255	55	202	228	180	235	124
AT1G03960	187	207	263	47	193	278	234	139	166
AT1G03970	1029	753	1242	882	768	904	617	565	1055
AT1G03980	17	32	87	5	4	17	16	17	22
AT1G03982	0	0	0	0	0	0	0	0	0
AT1G03990	11	0	0	1	8	0	0	0	4
AT1G04000	415	331	398	47	200	381	331	262	211
AT1G04010	285	286	334	44	194	233	181	184	186
AT1G04020	166	346	363	60	281	177	138	307	130
AT1G04030	135	134	264	56	36	136	116	87	127
AT1G04040	2430	3582	3633	934	1779	2253	1892	1786	2012
AT1G04050	132	156	199	33	88	103	150	147	127
AT1G04070	72	35	58	3	29	89	57	52	29
AT1G04080	2465	4063	4408	1265	2890	3762	3262	3239	2888
AT1G04090	10	33	1	4	7	14	50	23	25
AT1G04100	152	237	164	34	134	154	173	161	133
AT1G04105	0	0	0	0	0	0	0	0	0
AT1G04110	266	333	414	121	229	406	347	335	197
AT1G04120	2148	3821	4456	607	2312	2874	2934	2907	1707
AT1G04130	231	262	259	63	230	247	162	149	120
AT1G04140	1127	2240	2261	437	1653	1795	1686	1573	1205
AT1G04150	0	12	36	0	0	3	29	4	4
AT1G04160	148	303	464	79	227	184	258	316	236
AT1G04170	1994	3203	3516	886	2295	2486	2239	2188	1872
AT1G04180	8	20	72	16	16	58	23	28	8
AT1G04190	371	700	706	103	444	399	373	304	230
AT1G04200	540	828	922	141	416	808	518	734	517
AT1G04210	2080	3142	3213	436	2197	2640	2328	2179	1549
AT1G04220	148	295	727	80	171	188	275	242	184
AT1G04230	600	579	805	214	590	623	410	303	474
AT1G04240	872	1443	1409	378	1105	1299	1300	1133	1200
AT1G04250	1253	1740	1883	768	1380	1274	1311	1244	1425
AT1G04260	262	359	525	193	265	275	347	416	379
AT1G04270	8534	13732	14906	2229	9738	10789	10012	8358	6770
AT1G04280	1212	1549	2126	671	1316	1875	1270	1056	1654
AT1G04290	205	245	361	98	243	202	152	98	116
AT1G04300	2415	2933	4354	1784	2555	3936	2688	2663	2770
AT1G04310	676	543	658	169	373	643	443	306	419
AT1G04330	6	8	26	2	17	9	18	3	7
AT1G04340	320	717	625	137	333	425	507	408	388
AT1G04350	1089	1021	1095	212	699	695	723	731	694
AT1G04360	157	126	234	55	114	126	89	59	95
AT1G04370	0	0	12	0	0	0	0	0	0
AT1G04380	9	19	11	0	0	6	0	2	7
AT1G04390	286	546	433	140	311	430	459	369	238
AT1G04400	4090	6001	6007	1130	4279	5395	4527	4557	3446
AT1G04410	17860	21366	25522	10312	16800	20368	18617	15579	19951
AT1G04420	2078	2244	2750	709	2456	2234	2113	2046	1563
AT1G04430	4081	6460	6228	1469	3828	4505	4266	4331	3469
AT1G04440	1674	2989	2895	425	2128	2629	2299	2437	1265
AT1G04445	0	0	10	0	7	0	0	0	1
AT1G04450	0	0	0	0	0	0	0	0	0
AT1G04455	0	0	0	0	0	0	0	0	0
AT1G04470	0	0	0	6	0	0	0	1	0
AT1G04480	1905	3012	2822	614	2194	1737	2004	1566	1818
AT1G04490	60	36	24	4	4	5	21	0	0
AT1G04500	16	3	6	4	19	3	18	0	9
AT1G04510	821	1583	1373	327	1001	1049	1101	939	932
AT1G04520	542	576	779	169	469	309	445	306	287
AT1G04530	3284	4180	4492	1253	2392	2369	2041	2389	2207
AT1G04540	0	4	0	0	0	0	0	23	0
AT1G04550	1208	1741	2137	560	1035	1218	1094	1151	1324
AT1G04555	133	129	172	43	100	153	178	66	183
AT1G04560	0	0	0	0	4	0	0	3	0
AT1G04570	7	21	36	9	13	9	2	9	30
AT1G04580	0	0	9	4	2	0	21	0	0
AT1G04590	755	1075	1410	305	735	665	563	673	510
AT1G04600	3	39	26	0	12	10	33	47	3
AT1G04610	38	283	129	15	14	26	45	58	50
AT1G04620	940	1480	1419	250	669	821	914	918	709
AT1G04625	0	0	0	0	0	0	0	0	0
AT1G04630	928	1734	1432	296	1024	925	773	792	908
AT1G04635	86	61	94	40	17	39	65	49	97
AT1G04640	2073	2531	2101	476	1863	1781	1301	1812	1528
AT1G04645	0	0	0	0	0	0	0	0	0
AT1G04650	68	54	83	21	60	79	118	41	42
AT1G04660	6	11	1	12	26	21	6	6	12
AT1G04670	0	10	0	0	0	0	0	0	0
AT1G04680	1396	2171	2643	863	1177	1231	1344	1360	1675
AT1G04690	1497	2363	2720	713	1843	1784	1492	1450	1720
AT1G04700	119	217	175	62	92	99	52	54	106
AT1G04710	566	718	793	255	490	519	398	363	470
AT1G04730	186	266	325	49	190	116	172	132	174
AT1G04750	2404	3174	4069	908	2979	2266	2351	2572	2155
AT1G04760	201	160	125	29	219	108	154	137	100
AT1G04770	424	341	663	134	238	322	127	217	230
AT1G04778	17	7	19	3	27	22	19	34	6
AT1G04780	2510	3337	4670	1243	2371	4135	2472	2659	2845
AT1G04790	468	638	965	343	625	701	540	603	512
AT1G04800	4205	2922	6464	5284	2817	3850	2740	2425	4832
AT1G04810	1766	2767	2224	887	1529	2171	1868	1756	1803
AT1G04820	3545	6545	6179	1635	4424	3556	3986	3778	4132
AT1G04830	384	484	471	149	400	517	454	382	335
AT1G04840	50	87	68	11	68	3	29	58	69
AT1G04850	3365	3888	5976	1866	3239	3645	3089	2642	3129
AT1G04860	1275	1520	1511	555	1214	1455	1291	990	1131
AT1G04870	1309	1922	2679	1485	1281	2191	1921	1660	2735
AT1G04880	17	2	2	12	1	9	10	8	2
AT1G04890	0	0	0	0	0	0	0	0	0
AT1G04895	0	0	0	0	0	0	0	0	0
AT1G04900	169	458	415	57	335	266	281	246	199
AT1G04910	630	858	910	232	846	746	710	739	587
AT1G04920	44	27	131	19	21	42	42	40	19
AT1G04930	69	68	88	27	30	83	55	50	103
AT1G04940	0	0	0	0	0	0	0	0	0
AT1G04945	98	222	114	26	183	111	66	101	113
AT1G04950	277	346	531	115	391	515	390	448	227
AT1G04960	1924	2390	2742	937	2014	2283	1580	1488	2065
AT1G04970	614	674	841	143	609	594	705	622	423
AT1G04980	413	831	783	111	445	449	441	439	347
AT1G04985	948	929	1496	471	850	902	660	697	687
AT1G04990	314	473	454	79	358	400	346	316	330
AT1G05000	274	295	283	46	227	43	183	160	104
AT1G05005	0	0	0	0	0	0	0	0	0
AT1G05010	3595	3723	4542	1163	3539	5076	3141	2708	3066
AT1G05020	52	11	136	24	62	46	77	20	72
AT1G05030	432	684	782	80	733	525	516	761	312
AT1G05035	0	0	0	0	0	0	0	0	0
AT1G05040	0	0	0	1	0	0	0	0	0
AT1G05055	146	396	200	81	187	115	208	187	114
AT1G05060	252	361	374	37	289	174	240	183	182
AT1G05065	20	34	44	11	83	56	10	10	25
AT1G05070	520	795	726	309	613	671	664	614	463
AT1G05080	0	0	0	0	0	0	0	0	0
AT1G05085	0	0	0	0	0	0	0	0	0
AT1G05087	57	9	27	0	12	1	51	23	6
AT1G05090	0	0	0	0	0	0	0	0	0
AT1G05100	23	63	28	7	0	21	15	0	10
AT1G05120	950	1234	1279	324	1000	970	933	972	827
AT1G05136	0	0	0	0	0	0	0	0	0
AT1G05140	2335	2832	2633	643	2268	1867	1955	1950	1721
AT1G05150	1758	3225	3499	520	2422	2771	2316	2134	1543
AT1G05160	205	498	362	158	239	478	317	304	301
AT1G05170	213	279	368	38	197	168	233	158	210
AT1G05180	698	1304	914	318	819	909	842	795	856
AT1G05190	24336	22649	33520	14585	21859	29246	21831	18979	23654
AT1G05200	1201	1705	2508	656	1257	2212	2338	2040	1805
AT1G05205	157	171	65	71	93	125	116	183	181
AT1G05210	71	220	112	11	55	106	117	59	107
AT1G05220	22	33	32	6	22	1	16	19	31
AT1G05230	363	496	549	182	373	460	358	450	338
AT1G05240	0	0	0	0	0	0	0	0	0
AT1G05250	0	0	0	0	0	0	2	0	0
AT1G05260	534	1133	1211	193	414	483	595	579	515
AT1G05270	1783	1875	1743	764	1716	1535	1363	1312	1358
AT1G05280	23	28	47	7	11	8	6	50	8
AT1G05290	0	0	0	0	0	0	0	0	0
AT1G05291	0	0	0	0	0	0	0	0	0
AT1G05300	224	320	216	119	262	257	242	166	322
AT1G05310	97	75	53	26	170	99	81	108	92
AT1G05320	1080	1440	2032	315	1136	1322	1030	913	646
AT1G05330	0	0	4	0	0	0	0	0	1
AT1G05340	167	288	259	31	146	222	128	176	130
AT1G05350	721	878	1055	145	581	682	621	736	402
AT1G05360	200	517	510	17	219	288	253	305	133
AT1G05370	42	69	49	43	66	39	21	104	71
AT1G05380	1417	1655	2455	618	1195	2062	1428	1430	1232
AT1G05385	568	591	728	145	523	502	418	386	354
AT1G05400	3	0	0	0	0	0	15	0	20
AT1G05410	408	579	564	171	475	524	271	379	370
AT1G05420	7	30	54	8	0	0	1	15	3
AT1G05430	481	694	682	138	591	553	490	551	401
AT1G05440	111	149	140	49	120	65	90	146	72
AT1G05450	4	11	9	0	0	0	10	0	2
AT1G05460	587	814	704	299	528	582	446	493	508
AT1G05470	460	760	826	169	358	718	489	464	393
AT1G05490	10	52	26	6	21	23	10	25	10
AT1G05500	1250	1998	2447	341	1141	1746	1217	1495	1056
AT1G05510	0	0	0	0	0	0	0	0	0
AT1G05520	712	1410	1082	202	871	1312	1031	807	746
AT1G05530	73	109	112	31	23	65	64	64	42
AT1G05540	45	136	198	1	31	109	82	48	22
AT1G05550	3	0	8	1	0	0	0	7	0
AT1G05560	1779	1875	2696	737	1182	1302	972	825	1616
AT1G05570	1902	2947	3735	937	1818	3527	3176	2339	2193
AT1G05575	82	77	64	10	61	95	38	3	42
AT1G05577	0	0	4	0	0	0	0	6	9
AT1G05580	0	0	0	0	0	0	0	0	0
AT1G05590	517	886	1100	212	600	677	754	855	588
AT1G05600	364	407	516	79	353	373	277	365	212
AT1G05610	17	31	32	35	34	2	43	46	17
AT1G05615	0	0	0	0	0	0	0	0	0
AT1G05620	228	531	690	80	284	288	263	338	177
AT1G05630	276	621	494	114	337	495	256	357	436
AT1G05640	173	203	400	123	130	250	161	157	275
AT1G05650	2	16	0	4	0	12	32	29	8
AT1G05660	71	111	31	11	5	37	21	57	42
AT1G05670	213	284	262	48	209	237	258	240	182
AT1G05675	178	167	143	87	192	149	72	65	99
AT1G05680	146	245	158	79	67	129	139	107	120
AT1G05690	107	77	244	7	108	14	34	50	51
AT1G05700	368	307	645	59	193	234	250	146	175
AT1G05710	272	357	312	61	278	264	220	302	167
AT1G05720	950	1464	1430	277	1142	1077	839	975	958
AT1G05730	0	23	16	6	2	21	16	14	1
AT1G05740	0	0	0	0	0	0	1	0	0
AT1G05750	125	255	208	49	160	246	147	330	215
AT1G05760	30	64	48	18	23	59	37	18	27
AT1G05770	10	24	19	1	22	12	1	0	0
AT1G05780	200	265	362	67	242	305	220	164	187
AT1G05783	3	52	12	8	1	83	22	7	19
AT1G05785	175	340	293	61	170	270	227	219	154
AT1G05790	366	531	858	173	592	626	495	554	437
AT1G05800	0	0	0	0	0	0	0	0	0
AT1G05805	449	523	592	367	510	715	565	398	523
AT1G05810	369	460	430	186	527	388	329	308	522
AT1G05820	144	125	306	40	193	147	215	191	137
AT1G05830	1453	1692	2354	505	1650	2013	1709	1717	1203
AT1G05835	199	172	148	129	143	194	188	140	285
AT1G05840	1232	1617	1443	407	1260	1409	1401	1148	886
AT1G05850	13834	19803	20594	8292	14863	15167	15822	13343	16391
